ans,ups
"['老家坐标黑龙江绥化庆安，父亲28年军龄老兵，，祖上三代党员，父母工作调动现住址山西，目前大学在读，在家隔离。\n好了，我现在可以说话了吗？\n我支持任何一个国际公认国家的领土完整与国家主权。\n补充一句，我会像毛子怎么爱我们东三省人民的一样爱毛子。\n我也特别疑惑，某些人一边喊着支持普构大弟杀光亚速营，一边喊着留岛不留人，四处扔核弹，支持勒庞这种根正苗红祖上三代纳粹的正黄旗上台法国只因为有乐子看这种话，亚速营都没你们成分纯\n顺便再说说真正的1450常用的手段\n1 转移话题，将言论引导到""群众斗群众 方便地域攻击""等负面话题上，干扰视线\n2 扩大打击面，主动去把稍有不满意见的人攻击为1450，掩护真实水军\n3 极端化，故意往""显示身份证 显示家庭住址"" 上面扯，造成大部分人反感\n4 张嘴闭嘴核爆当狗，引导舆论，阻碍两岸和平交流\n5 通过简单的分离手段利用没有独立思考的xfh们扛着红旗反红旗，极端化扩大化\n某些张嘴闭嘴就是帽子的要好好思考思考，自己是不是才是被1450利用的那个']",13
['支持乌克兰，没有什么别的原因，就是喜欢看以弱战强，以弱胜强，宁死不屈，我们这个时代我总是觉得缺点什么，如果总是大鱼吃小鱼，小鱼吃虾米，固定循环的持续下去，世界也太无聊了。'],3
['我支持乌克兰被打。\n至于乌克兰人民，我很同情他们，也希望他们得到和平，但是既然选择了喝欧美媒体的后现代迷魂汤，就要有被西方推进火坑的觉悟。埃及人为了这口后现代迷魂汤现在饭都快吃不上了，乌克兰人也要有这个觉悟罢？'],128
['支持乌克兰倒是谈不上，但是反感俄罗斯是真。因为耽误中国挣小钱钱了。'],6
['俄乌战事预测合订本——\n写于2月19日 草民王平：普京已经陷入进退两难的境地\n写于2月24日 草民王平：普京绷不住了\n写于2月25日 草民王平：普京的愚蠢\n写于2月26日 草民王平：普京入侵乌克兰战争的诡异之处\n写于3月05日 草民王平：普京的战术错误：伞兵攻城\n写于3月08日 草民王平：普京的战术错误二：装甲围基辅\n写于3月08日 草民王平：普京或将在城市战中遭受降维打击\n写于3月16日 草民王平：普京侵乌战争中的外籍兵团\n写于3月17日 草民王平：普京的败局已定\n写于3月18日 草民王平：普京的困局：到底是谁在拱火？\n写于3月18日 草民王平：普京的将军们，多保重！\n写于3月26日 草民王平：普京的足下之钉——马里乌波尔\n写于4月06日 草民王平：普京之耻：布查镇屠杀平民\n写于4月18日 草民王平：普京之泪：黑海舰队及其他\n写于4月23日 草民王平：普京的健康令人担忧\n写于4月26日 草民王平：俄罗斯的抉择'],4
['这还用现在说么？打一开始就说得很清楚，必然是乌克兰啊。如果信仰的东西因为一个公开ip就摇摆了，那这信仰也忒廉价了不是。\n话说显示ip和支持谁有什么必然联系么？这也值当如此激动……'],7
['支持乌克兰啊，你哈哈什么？\n你们是觉得和你们立场不同的就一定是境外势力，还是说你们无法理解用脑子而不是用屁股思考的行为？\n可笑，我当时做这个知乎认证就是因为我烦总有人在我回答下面刷来电刷1450，现在显示IP也不过是给我加了一层认证。\n想让我回答你们那些无聊的问题来印证所谓的立场的，你们拙劣的表演恰恰印证了我上面的论断：你们不会用脑子思考，只会用屁股代替脑子。劝你们不要自取其辱。\n题主就接着笑吧。尔曹身与名俱灭，不废江河万古流。'],187
['我支持俄罗斯解放乌克兰人民，我的立场从开战就没变过。\n前几天我又在京东给俄罗斯国家馆助力，买了一大堆俄罗斯商品，紫皮糖，伏特加，鱼子酱都有，还买了蜂蜜。\n我这边哈尔滨疫情防控很严格，下了单也不会立刻发货的，但我就是要现在下单，钱已经付了，什么时候到货随缘，因为我买东西本质上就是给俄罗斯送支持，东西什么时候到无所谓，反正上次刚开战的时候买的那批还没吃完。\n普大帝的行动，国家支持，那我也必须支持。'],0
['哎呀我不装了\n我是肯尼亚黑哥哥\n你们喜欢我支持俄罗斯我就支持俄罗斯好了\n我跪下来求求你们和普大帝千万别打我们的国家'],5
['我知道，实际上大部分国人上支持俄罗斯的，要不了多久，大多数的回答就会是俄罗斯支持者的，\n但是，我还是坚决反对侵略战争'],11
['一开始想买如胜巧克力的，经友人提醒，乌克兰人民腰包里不会落入哪怕一分钱。又意识到钱落入波罗申科手里也意味着支援本就膨胀的法西斯民团。\n等潮水退去就可以看谁在裸泳，俄国佬走了泽大统领的功劳簿能吃几天呢？我看1小时22分也不为过。'],24
['我好慌，如果我在这支持俄罗斯的话，周围乌克兰老百姓都得打死我'],1
['这类问题的提出，依然是认知战的一部分。\n这话说给中国人听，如果你们看了底下的回答感到迷惑，那就记住我这句话，然后仔细捋一捋逻辑，就能豁然开朗\n开放IP显示—IP切换表演—提这类问题\n无非就是试图证明IP显示卵用没有，境外势力并不存在，都是你国内部撕裂而已，有关部门是搬起石头砸自己的脚\n省省吧\n我说搅浑水的，能不能走点心啊，老是整个僵尸号出来，咔咔走点心呐'],3
"['一如既往地反对美帝霸权！支持俄罗斯抗美援乌。\n大毛俄罗斯进军二毛乌克兰是剿灭新纳粹的正义之师！\n首先是对北约东扩的主动反击，御敌于国门之外；因为北约存在的意义就是解决苏联，在冷战结束苏联解体30多年来不仅仅五次东扩；而且在此期间俄罗斯幻想与西方和解三次要求加入北约，均遭拒绝。毋庸置疑，北约五次东扩就是针对俄罗斯就是为了彻底解决俄罗斯。乌克兰和白罗斯在战略位置上极其重要，非波罗的海三国可比，毕竟历史上法国拿破仑和德国希特勒就是通过乌克兰和白罗斯入侵到莫斯科的。但是与乌克兰不同的是，2020年8月在白罗斯的颜色革命失败了。\n图1，新纳粹“亚速营”香港对照\n其次大毛俄罗斯此番出击也是抗美援乌(援助东乌克兰)类似于中国的抗美援朝(援助北朝鲜)。更何况乌克兰扶植纵容以“亚速营”为首的新纳粹不仅荼毒东乌仅万人坑就3个使得人民8年来都躲在地下室，而且染指香港(见上图1)！这一切得追溯到2014年，美国通过广场革命和国会政变推翻民选的亲俄总统亚努科维奇，并开始在乌克兰政坛全面清除亲俄分子。从此二毛乌克兰就成了美国在欧洲专业对付大毛俄罗斯的二鬼子，在亚洲闲暇对付中国的狗腿子(见下图2)。在此向各位OUT的网友推荐大毛二毛三毛的故事，乌克兰与白罗斯一样，和俄罗斯同属于东斯拉夫民族，属于同宗同源同文同种。\n图2，2019年“亚速营”老兵谢尔盖·费里蒙诺夫在香港\n面对美国霸权，中国并不是一个旁观者！早在1950年，美国侵略北朝鲜，并将战火烧到鸭绿江，战略意图直指中国东北！七连指导员梅生说“这一战如果我们不打，就是下一代打！”\n苏联解体，华约解散，冷战结束30多年来！美国霸权在东方也没有闲着。美帝正在干涉统一台湾，正在借“新疆棉花”干涉分裂新疆，正在支持港独非法暴力行为，正在站队菲律宾争夺南海，正在站队日本占领钓鱼岛，正在支持藏独干涉分裂西藏！美帝及其走狗日本，菲律宾赶紧还我河山赶紧收手吧......人在做，天在看！\n1993年，美国在公海无理武装地强行检查银河号事件，侵犯中国主权，践踏国际公约！\n1996年，美国航母战斗群干扰中国在台湾海峡的军演，干涉中国内政，侵犯中国主权！\n1999年，美国北约在科索沃战争中轰炸中国驻南斯拉夫大使馆，侵犯中国主权，践踏国际公约！\n2001年，美国在南海越界侦查撞毁中国战斗机81192致使英雄飞行员王伟牺牲，侵犯中国主权！\n2008年，美国插手西藏人权支持西藏独立，带头抵制北京奥运会,干涉中国内政，侵犯中国主权！\n2012年，美国在中日的钓鱼岛争端中站队日本！公然违反波茨坦公告和开罗宣言，践踏国际法！\n2013年，美国窃听全世界包括中国在内的棱镜门事件被斯诺登在南华早报公开！侵犯中国主权，践踏国际法！\n2016年，美国介入四年前开始的南海争端中，支持菲律宾，怂恿菲律宾总统阿基诺三世，终于促成了非法的“菲律宾南海仲裁案”，侵犯中国主权！\n2018年，美国单方面制裁华为非法拘禁华为女儿孟晚舟，严重侵犯人权，严重违反国际法！\n2019年，美国支持港独在香港的非法暴力运动，并派遣乌克兰“亚速营”现场指导指挥，侵犯中国主权，践踏国际法！\n2021年，美国策划指使NGO利用“新疆棉”插手新疆人权，企图穷疆乱疆，干涉中国内政，侵犯中国主权！\n那么问题来了：俄罗斯后面下一个是谁？就很明确了。']",106
['我的观点在俄乌战争爆发后我就一直在说，现在即便显示ip我也仍然保持我的立场。\n我支持俄罗斯进攻乌克兰打纳粹。\n同时我也支持乌克兰抗击侵略者打卫国战争。\n我甚至还支持美国与北约不要光给武器，应该直接派兵进入乌克兰帮助乌克兰人民抗击侵略者捍卫自己的民主自由价值。\n\n以上立场矛盾吗？不矛盾，因为我站在了中国的立场上，这场战争从头到尾和我们中国一点关系都没有。又不是我们发动的战争，也不是我们到处送武器，我们更没有到处拉帮结派孤立其他国家。这场战争和我们中国有什么关系吗？我甚至都不知道明明是俄罗斯和乌克兰在打仗，管我们什么事呢？\n对于中国来说\n半死不活的毛子才是好毛子。\n死透的乌克兰才是好乌克兰。\n陷入战争泥潭的欧美才是好欧美。\n没有什么是不能支持，作为场外观众，我们甚至可以都支持。\n甚至我还支持他们三赢。\n乌克兰最后成功抗击侵略者。乌赢\n俄罗斯成功打下乌东大片地区创造战略真空地带。俄赢\n美国和北约下场成功帮助乌克兰抗击侵略者，捍卫了自己的民主自由价值。欧盟赢\n没有什么是不可以赢的，都可以赢。'],3
['反对侵略，反对战争，立场偏俄\n反对侵略反对帝国主义是我们的基本底线，但是反侵略不等于反俄。\n拒接夹私货，先说结论：支持外交政策，反对侵略，尊重主权，理解俄罗斯安全诉求。\n一、侵略话题\n侵略、绥靖侵略和支持侵略是错误行为；反对、抵抗和谴责侵略是正义行为。没必要争吵侵略定义，也甭想从我口中定义此次冲突。\n鉴于西方不谈古代史和近代史，二战后，美国发动的主要战争有：朝鲜战争、越南战争、海湾战争、科索沃战争、阿富汗战争、伊拉克战争和叙利亚战争，除去海湾战争存在“义战”性质，其余战争均是侵略战争。（中国投票支持美国对外战争是搬弄是非，建议重新阅读联合国决议和外交部表态）\n在美国对外侵略期间，“国际社会”虽然存在反战的呼声，但是国家层面上支持或者变相支持美国对外侵略，并没有大规模的外交抗议和联合国谴责提案，更没有大规模对美经济制裁和资产冻结，也不可能存在资质被侵略国家武器装备的情况。\n在鹅乌冲突期间，我们见证二战结束以来最严厉的制裁和惩戒，见证中立国派兵作战、二战战败国大力援助武器、冻结私有财产、民用科技公司协助封锁、体育文化项目的封杀。请问，是乌鸡国人比中东人命贵？还是欧洲和平比中东亚洲和平宝贵？\n“国际社会”习惯性寻找道德制高点，“双标”行为吃相难看。说到底，西方国家对待侵略行径非常“双标”，“反侵略”与“支持侵略”均处于对自身利益的考虑，而非对正义公平的追求。\n“国际社会”和“公知”指责种花政府和种花人支持侵略，选择性忽视美国大量采购石油和天然气的事实。\n“通俄的有两种：第一种中国网友敲敲键盘点点赞，网购几袋紫皮糖；第二种是华尔街，买了上千万吨俄国石油，伊朗石油，委内瑞拉石油，1:1:1调和起来，成了不受制裁的调和油，高价卖到世界各地。”\n一国与当事国保持经济往来关系，并不能称为支持侵略，否则美国参战之前是轴心国阵营，否则我们都是美国对外侵略的帮凶。一言以蔽之，种花家不存在支持鹅国或者乌鸡国的性质；种花人仅仅行行使“言论自由”。逼迫种花家表态站队是干涉主权的无礼行为，攻击种花人言论观点是不尊重基本人权的做法，应该倾听种花家人民的声音。'],10
['说实话美国侵略别的国家也没见大伙这么激动呢，国家支持谁我支持谁\n而且回答数量快的惊人\n小透明想体验一下好多好多赞的感觉\n5.1号 1：29 937回答948关注\n3：23 1248回答\n8：38 1824回答\n10：54 2530\n11：36 2705回答2845关注\n12：50 3050回答\n13：50 3290回答\n15：00 3470回答 没热度了？\n19：36 3986回答\n为什么底下评论我还没看就被删了？'],57
['当然支持乌克兰了，有什么问题吗？'],3
['感情上支持俄罗斯，理智上保持中立。'],0
['看我头像。\nIP属地美国？不错。希望是真的。'],19
['我支持俄罗斯在乌克兰这幅棋盘上拖垮北约。'],1
['不同意见就是境外势力是吧\n摊牌了，重庆出国了，马上给你扣个妄图分裂祖国的帽子'],1
['很好啊，那些嗡嗡着1450\n哼哼着来电了\n棱棱着小绿蛙的\n咩咩着看IP的\n来，看看呗！\n看看你们的心，有多小\n看看我们的腹，有多大\n大得能装下你们任何，小人国里的谩骂'],3
['不支持乌克兰'],4
['还有人不懂吗？显示ip了不会断了1450的路，而是断了那些说不过理就站在道德高地戴帽子说别人是1450的人的路'],0
['我支持乌克兰反抗俄罗斯侵略。\n打完上面这行字我望向窗外，天空依旧。'],17
['什么时间知乎流行挂服务器？\n显示IP地址当天？\n第二天？\n不，是全显示IP地址的第二天。\n你要说知hu和某岛没默契，我只能笑笑。\n对了，俄乌冲突关我屁事，谁支持谁去上前线啊，拍我们无关方网络平台刷屏干嘛？\n反正我们肯定要统一哇岛，炸哇岛或迟或早，导弹或多或少，就看哇子蹦多高了。我们拭目以待。\n尤其是那几个千赞的？支持你，赶紧去那个什么钢铁井去，正好生存环境你们也熟悉。\n强烈建议支持乌克兰俄罗斯的，都去前线支持，嘴炮算什么能耐？知行合一啊？正好先去练练手。以后挨导弹炸更有经验，对裹尸袋更熟悉，方便摆姿势给BBC拍照片。\n顺便作诗一首，赠送给某地网友：\n才饮福岛水\n又食美莱猪\n血汗换破烂\n还把狗粮出\n宁舍一身血\n换作蔡姐屋\n导弹落下日\n莫在井底哭'],3
['支持乌克兰的真的只是在支持乌克兰？\n挺乌派唯恐别人不知道它支持乌克兰 ，一堆“众人皆醉我独醒”的表态，How hilarious!'],8
['身为一个中国人公开支持侵略者这种精神分裂的事和小丑有什么区别啊？\n上次我回答这个问题的时候还没开放ip归属地，评论区的小丑都说我急了，我怕了。我就怕不显示，这样就没法打他们的脸了。\n那些见人就喊1450的小丑快出来。\n\n抖音和今日头条将显示 IP 属地，这出于什么考虑？会对平台带来哪些影响？ - 和光同尘的回答 - 知乎 https://www.zhihu.com/question/528090210/answer/2443221062'],9
['显示ip又如何？我仍然支持乌克兰。\n不管是知乎，今日头条，亦或者微博上。'],14
"['我们坚定支持乌克兰，\n支持俄罗斯就是支持日本侵占我东三省，支持日本战略我国建立大东亚共荣圈\n无奈大部分既得利益者支持俄罗斯，时代的悲哀\n南强北弱-4：中美居民储蓄结构与信贷结构对比，中国居民与美国居民谁的负债率更高？\n《定义：当年居民储蓄率-是谁在全球主要国家排名中倒数第一》\n《中美消费对比，美国个人储蓄率与零售总额、居民杠杆率、家庭偿债率的几大关系，为何2008年次贷危机后美国居民长期厌恶风险》\n《全球各国对比：居民消费占GDP的比例-及宏观杠杆率-当年居民负债率》\n贷存比仅仅是衡量一个国家居民负债率的指标之一，核心指标还是我们创造的当年居民负债率。\n当年居民负债率=住户贷款/当年住户收入\n2021年末我国 当年居民负债率=71.1/49.53=143.54%2021年末美国 当年居民负债率=家庭债务占gdp比例/居民收入占gdp的比例=78.5%/91.25%=86.02%。（收入占比数值中有发钱的原因，短期较高，实际居民收入占gdp的数值为83.13%，计算后结果为94.12%）\n同理，2020年 我国当年居民负债率=63.19/45.38=139.24%由于数据统计误差及通用口径计算数据误差，因此大家每次看到的数据都可能存在小规模的波动，但计算方法是不变的，对比之前的数据我们可以看到更加明显的趋势。\n一般认为我国居民收入占gdp的比例为43.4%，我们回测数据也采用这个比例，但是事实上我国居民占gdp的比例随着gdp统计的修正等原因，会发生波动，2020年gdp数值较低，2021年恢复正常，也可以认为的我们的数据经过了年度调整。\n通过上述比对，我们发现2021年我国居民的当年负债率较2020年提高了4.32个百分点，而2021年美国的当年居民负债率仅有86.02%，很显然中国人民的辛苦远大于美国，负债远大于美国。\n-----\n本文我们再通过另一个指标测算中国家庭的实际负债情况，与美国进行同步对比。\n家庭债务偿还率和金融负债比率即将发生的变化 从将于2013年12月发布的《2013:第三季度金融负债比率(FOR)和债务偿付比率(DSR)》出版物开始，我们将发布DSR的两个子部分，并停止发布FOR的四个子部分。第一个新的统计数据是抵押贷款DSR，定义为季度所需抵押贷款总额除以季度个人可支配收入总额。第二个新的统计数据是消费者DSR，定义为每季度所需的消费者债务支付总额除以每季度的个人可支配收入总额。DSR是抵押贷款DSR和消费者DSR的总和。大多数用户应该发现新的DSR分量在分析上比以前的分量更有用。由于精确测量的固有挑战，FOR组件正在被淘汰。将继续公布2005年的总数。美联储\n根据美国居民家庭债务偿付比率DSR的计算原理，我们统计了近十年来，中国家庭债务偿付比例C-DSR（China -DSR）。\n住户收入=人口*人均可支配收入，由于我们长期住房贷款利率为4.9%以上，短期消费贷利息为7%以上（实际在15%以上），因此结合贷款结构，按照最低利率6.5%确定我国的综合贷款利率，根据住户贷款余额*利率测算出我国居民的当年需要归还的利息。\n由于我国住户-个人房贷占住户贷款比例为53.88%,中期、短期贷款占比为46.12%，因此我们粗略计算，中短期贷款占比为住户贷款一半，还款年限为2.5年，个人住房贷款还款年限为25年，对住户进行每年还款测算，2021年我国住户需要归还4.62w亿利息，本金15.64w亿，本息合计20.27w亿，当年居民偿债率为40.92%。\n参考《中美对比：人均可支配收入与工资性收入的差距有多大，平均主义给我们多计算了多少收入》，工资性收入为可支配收入的55.66%，2021年我国居民合计工资性收入为27.56w亿，普通老百姓根本没有财产性收入，实际当年工资偿债率为73.54%，留给老百姓日常开支的仅有7.29w亿，合计人均开支5170元，月均430元，正好等于人均最低口粮。\n2021年末美国家庭偿债率为9.34%，中国为40.92%，2007年次贷危机前美国的家庭偿债率为13.17%，中国家庭的偿债压力是美国的4.38倍，是次贷危机前美国的3.1倍。2021年末美国居民的可支配收入为20.98w亿美元，中国居民的可支配收入为49.53w亿，2021年末美国家庭总债务为15.58w亿美元，中国家庭的总债务为71.1w亿。按照可支配收入计算，美国人的偿债时间=15.58/20.98=0.74年，中国人的偿债时间=71.11/49.53=1.43年。\n当年居民负债率=偿债时间*100%\n至于2021年美国当年居民负债率文末结论低于文初测算，主要原因是美国家庭债务占gdp的比例的引用数据不同导致的，根据第三方的数据，美国家庭占gdp的比例2021年四季度为78.5%，测算值为季度值。而我们实际测算值是根据全年gdp进行测算，结论为年度值，未经过季度调整，未经过价格调整。\n中国人的偿债时间是美国的1.93倍，考虑到中国可支配收入中工资性收入仅仅为55.66%，美国可支配收入中工资性收入为62.33%，我国居民的实际偿债时间会更长，至少是美国的2倍以上，该数据佐证出中国偿债压力是美国次贷危机前3.1倍的推论。\n---\n[1]\n由于各国居民的主要财产结构不同，因此我们没有对比房产、金融资产的总值，欧美各国富人的财富基本都在家族信托和慈善基金内，并不显示在个人账户中，未来如果有更准确的指标，我们再进行比对。\n参考\n^南强北弱-4：中美居民储蓄结构与信贷结构对比，中国居民与美国居民谁的负债率更高？ https://mp.weixin.qq.com/s?__biz=MzU1MjE5MDAzNw==&mid=2247487974&idx=1&sn=18ebdb26015098e296f09126e382e9ca&chksm=fb84b8dcccf331ca4556a014b1c162368c2e02bbbc1307295b8f18d92d590e0b10bc6ee988d0&token=284576957&lang=zh_CN#rd']",1
['当然是乌克兰。'],3
['别说显示ip，就是显示身份证，仍然旗帜鲜明的支持乌克兰人民保家卫国、反帝反侵略！支持全世界人民反霸权、反法西斯！\n\n我完全搞不懂，俄罗斯侵略乌克兰给我们国家和人民带来了什么好处？股市涨还是油价跌？\n俄罗斯侵略乌克兰让中国损失一带一路，损失部分和欧盟的贸易，损失在俄罗斯中国人的利益（现在银联都用不了），损失中国在乌克兰投资的利益，伤害在乌克兰工作和学习的中国人！让我们一个快要分裂、解散的对手重新团结起来（北约）！让全球很多国家质疑国家在俄乌冲突的立场，进而逐渐开始针对我们！让我们的敌人可以抽出更多精力在台海、南海（因为俄罗斯那边有北约参与，美帝有更多理由和精力在我们这边），给我们的敌人制造了对付我们国家的借口和机会！关键还让日本等周边国家有了理由扩充军备！\n哎～～～～～～～～～～～～\n爱国主义是流氓最后一块遮羞布，这话真是一点没说错。\n真正的爱国人士，他们会尽力为社会做出贡献，温文尔雅内心强大，一直恪守着自己的底线，绝不做任何违法乱纪的事情。\n嘴上的爱国人士，在网上口号喊得震天响，日子过得庸庸碌碌，最擅长的就是上纲上线，煽动情绪去攻击所有看不顺眼的人。\n在心里爱国的人，认真工作依法纳税，可能没有太大的能力，也会尽力发散自己的光和热，让社会变得更好。\n在嘴上爱国的人，从来不会做一点实事，小便宜能贪就贪，只有挑唆情绪起哄的时候，可能才让他们找到一点点存在感。 霸占的道德高地，滑稽的小丑把戏。\n最令人不解的是，后者却往往是胜利的一方，这让我慢慢失望，或许真理掌握在少数人手中，但多数人却总选择盲从。\n渐渐的，我不愿意费尽心血和他们抗争，也不愿意恶心自己去同流合污，只能习惯沉默，抗争也慢慢变成了无声……'],11
['支持乌克兰赢，因为判断事务必须“有原则”。\n看到现在很多言论开口闭口“大是大非面前”如何如何，那来看看“大是大非”到底是什么意思，\n（百度百科） \u3000\u3000大是大非，汉语成语，拼音是dà shì dà fēi，意思是指带有原则性、根本性的是非问题。出自《歌德巴赫猜想》。 \u3000\u3000徐迟《歌德巴赫猜想》：“一页一页的历史写出来了，大是大非，终于有了无私的公论。”\n“带有原则性、根本性的是非问题”，我认为必须“跳出个人利益”来看问题。\n很多支持俄罗斯的回答，都是基于反美的基调，“敌人的敌人就是朋友”，等等，忽略基本事实。这样的观点，根本就是把“利益”放在了“是非”的前面，把“一己私利”作为判断事务正确与否的唯一标准，而把“是非观念”抛诸脑后。\n反对“侵略”，反对“侵犯主权国家”，可以说是当今世界的基本原则，相信没少从发言人嘴里听到过。\n1937年，日本侵略中国，国际社会都站在中国一边，全国人民众志成城反抗侵略，汪精卫等投降派遗臭万年。\n2022年，俄罗斯入侵乌克兰，因为“敌人的敌人”关系，入侵就不是“非正义”的了？泽连斯基不逃不降，带领乌克兰人民殊死抵抗，倒变成了“罪人”？\n侵略就是侵略，必须旗帜鲜明地反对，何况俄罗斯是什么好货？都忘了海棠叶是如何变成了雄鸡的了！\n以“一己私利”为标准的，恰似墙头草，今天这样，明天很可能就换一副嘴脸。这种人没资格批评别人，因为别人一定也是为了其自身利益，你做得别人就做不得？没有原则只顾利益者，最终必定为利益所累，到时可别叽叽歪歪“世道何在”。\n满嘴“大是大非面前”如何如何的人，在我看来，恰恰是最没有“大是大非”观念的人。'],42
['换个话题，美国的盟友以色列年年空袭轰炸领国，中东，巴列斯坦，屠杀他国平民。你们是支持以色列还是巴列斯坦了？'],1
['从没变过，谁都不支持，我只支持和平谈判，结束冲突。（但私下里我还是建议…赚点钱吧，别在这天天……）\n\n关于IP显示，这事就比较鸡肋，食之无味，弃之可惜。别人随便瞬移，IP显示，又不显示账号国籍，住在大陆的几百万外国人…还有各种收费5毛发帖的。\n不过可以经常提问，钓鱼。IP显示也算一种进步吧，至少在考虑中文互联网国际化的问题了。'],1
['你就是显示我门牌号，我也还是不会支持傻鹅的\n以前我对显示IP还保留怀疑，现在我不仅支持，还希望加大力度，最好把身份证和学历也给认证一下，本科以下全不许发言得了，985以下不许发言也行，现在看来限制得越多，某些群体就会看起来越少。'],7
['以为公布了IP属地，我这个爱丁堡的人就不支持乌克兰 了？\n不仅支持乌克兰，我还支持美国 援助乌克兰，将俄罗斯 打垮。\n只是支持M1坦克什么的还是不够，还要支持F-35中队、死神无人机、战斧导弹，彻底给鹅毛去军事化。\n现在不能1450我、行走的50万我、来电了我了吧\n让你们失望了吧？\n哈哈哈哈\n红红火火\n稳中向好'],5
['对啊，我1450，我支持乌克兰'],2
['我不支持俄罗斯，也不支持乌克兰，\n而且希望打得更热闹一点。\n因为我看看美国到底能整出多少蛾子，\n以后打台湾的时候可以提前做个准备。'],6
['显示不显示都一样反对俄罗斯法西斯呀。\n而且我发现IP显示有个bug，建议有关部门赶紧修复一下，比如我现在开着中华民国台湾省的梯子，下面就会显示IP地址为台湾地区，也就是我切一次节点就会变一次地址，这样的话显示IP地址的意义不就不存在了吗？我想系统的水平应该可以识别到用户的真实IP，我一会换个新加坡或者美帝的节点试试，看看这个显示IP有多蠢。\n分割线——\n欧耶我在20秒内从台湾飞到美国了，爽这是美帝最新的外星传送科技呢。\n系统反应有点小慢欧耶我从台湾省飞会河北老家了，中国也开通传送科技了呢。'],6
['支持乌克兰人民，支持俄罗斯政府，打击乌克兰买办傀儡政府，打击乌克兰纳粹分子\n欧洲已经感受濒临西方霸权的末日，而有些人却还以为美国建立的世界霸权秩序是什么铁律，不过是中国春秋争霸玩剩下的东西罢了。\n俄罗斯虽然还不是给灯塔掘墓的人，但却给这个铁屋吹进了第一阵新风，世界将会迈向多极平衡，历史的巨轮将是无可阻挡的。'],2
['显示IP也不是什么很好的方法，代理IP早就见过了，我早年有次把微信IP定位到国外，碰到个老外几秒换一个定位跟我炫耀，聊着聊着他号没了；\n再说了，吴京在泰国拍戏也被群嘲了\n再说了，加入“皇协军”的二鬼子和叛变流行病：苏联精英的政治共谋与苏联解体里提到的这些“苏联叛徒”如果有IP的话肯定是在各自国内而不是在海外，那么，影响他们卖国了吗？\n所以这一举动意义不大。\n\nhttps://baijiahao.baidu.com/s?id=1640452177951169072&wfr=spider&for=pc\n精英的被西方洗脑从而“叛变”导致是苏联解体的重要原因之一，再加上乌克兰人赫鲁晓夫和勃涅日列夫当苏联领导人的时候，通过搞苏修、和中国决裂、陈兵百万、核讹诈中国、珍宝岛之战这一系列骚操作彻底把中国推向美国导致不得不两线甚至三线布局，这也是苏联解体的又一重要原因。\n而1991年乌克兰是通过公投独立的独立公投是骗局，乌克兰自我毁灭！乌前总统后悔不已，但为时已晚（能翻墙的翻翻原文吧，有异议的请杠库奇玛），所以它不让其下各州公投独立才是赤裸裸的双标行为，而中国不是通过公投才独立的，所以哪怕中国政府支持了克顿卢等州的公投独立而反对台湾公投，也不是双标行为，但是，中国地图克里米亚至今属于乌克兰，遑论顿卢，结果呢？霉戾奸口头支持一个中国，却不断在对台军售和访台。而乌克兰政府对于中国政府的挑衅也在温水煮青蛙式的逐步升级：\n2019年亚速营士兵跑到香港支持港独教港独打砸抢，黄乌贤孙洗说这不是政府所为，未必，马里乌波尔一战也足以看出亚速营的地位远超一般乌克兰士兵；\n2021年新疆棉事件，对对对，乌克兰政府是撤回了反华联署，可是世界上有将近150个国家和地区一开始就没有联署，更有90个国家是支持中国的，为什么乌克兰不在这些国家之中呢？\n然后就是删除日本天皇、和台湾当局梦幻联动，恐怕过段台乌当局就要互访了。\n如果搞笑司机一开始就会见蔡省长，中国政府肯定会反对，现在这样温水煮青蛙式地搞就没那么激烈反对了，尤其删除日本天皇时还有黄乌贤孙说中国没统战价值，也不看看乌克兰政府2016年\nhttp://sj.u0762.com/achievementview-974-330.html（南海仲裁案支持中国的国家，黑框内是乌克兰）\n至今对中国做了什么。\n\n现在新的邪恶轴心正在形成，比起二战时的德意日，现在是德乌日，现在已经有苗头了\n日本将“亚速营”移出恐怖组织名单，俄回应：“新纳粹主义”帮凶\n乌克兰删除反法西斯宣传片中和希特勒、墨索里尼并列的日本天皇，并向日本道歉，意味着什么？\n朔尔茨访日，两个前轴心国大谈东海问题，中德关系要变天？\n唯一的区别就是现在的美国不像二战时两头下注，时机成熟再选择一方，而是在带领邪恶轴心。\n\n而俄罗斯都在占领区发卢布了，这回就是侵略没得洗了，不知道我国政府啥时候谴责这一行为，所以啊，两边都不支持就对了。不过，可以预见的是，哪怕真的台乌领导人互访，以后有了乌克兰驻台部队，照样有人支持乌克兰，比如\n@与星同行'],6
['当然是支持乌克兰了。'],2
['乌克兰必胜！\n\n咦，无聊拉了几十页看下大家评论，震惊了，正儿八经说支持俄罗斯的没剩下几个了！~\n知道俄罗斯网咯特工世界出名，但没想到这么多！~\n果然，知乎上有良知的人还是多的！反对侵略！是中国人民的优良传统，别以为为了你们爹，我们就会跟着改了！'],3
['支持乌克兰，显示IP怎么了？'],8
['永远支持美利坚'],1
['显示IP俄罗斯就不是侵略者了吗？'],3
['就像显示IP之前一样，我始终支持乌克兰。\n另外，看这架势，身在美国或者台湾的知乎用户没有资格支持乌克兰呗？'],6
